x	y	z	wkt_geom
3	0	9	"Polygon((-72 72,-36 72,-36 90,-72 90,-72 72))"
4	0	9	"Polygon((-36 72,0 72,0 90,-36 90,-36 72))"
5	0	9	"Polygon((0 72,36 72,36 90,0 90,0 72))"
6	0	9	"Polygon((36 72,72 72,72 90,36 90,36 72))"
7	0	9	"Polygon((72 72,108 72,108 90,72 90,72 72))"
8	0	9	"Polygon((108 72,144 72,144 90,108 90,108 72))"
9	0	9	"Polygon((144 72,180 72,180 90,144 90,144 72))"
0	1	9	"Polygon((-180 54,-144 54,-144 72,-180 72,-180 54))"
1	1	9	"Polygon((-144 54,-108 54,-108 72,-144 72,-144 54))"
2	1	9	"Polygon((-108 54,-72 54,-72 72,-108 72,-108 54))"
3	1	9	"Polygon((-72 54,-36 54,-36 72,-72 72,-72 54))"
4	1	9	"Polygon((-36 54,0 54,0 72,-36 72,-36 54))"
5	1	9	"Polygon((0 54,36 54,36 72,0 72,0 54))"
6	1	9	"Polygon((36 54,72 54,72 72,36 72,36 54))"
7	1	9	"Polygon((72 54,108 54,108 72,72 72,72 54))"
8	1	9	"Polygon((108 54,144 54,144 72,108 72,108 54))"
9	1	9	"Polygon((144 54,180 54,180 72,144 72,144 54))"
0	2	9	"Polygon((-180 36,-144 36,-144 54,-180 54,-180 36))"
1	2	9	"Polygon((-144 36,-108 36,-108 54,-144 54,-144 36))"
2	2	9	"Polygon((-108 36,-72 36,-72 54,-108 54,-108 36))"
3	2	9	"Polygon((-72 36,-36 36,-36 54,-72 54,-72 36))"
4	2	9	"Polygon((-36 36,0 36,0 54,-36 54,-36 36))"
5	2	9	"Polygon((0 36,36 36,36 54,0 54,0 36))"
6	2	9	"Polygon((36 36,72 36,72 54,36 54,36 36))"
7	2	9	"Polygon((72 36,108 36,108 54,72 54,72 36))"
8	2	9	"Polygon((108 36,144 36,144 54,108 54,108 36))"
9	2	9	"Polygon((144 36,180 36,180 54,144 54,144 36))"
0	3	9	"Polygon((-180 18,-144 18,-144 36,-180 36,-180 18))"
1	3	9	"Polygon((-144 18,-108 18,-108 36,-144 36,-144 18))"
2	3	9	"Polygon((-108 18,-72 18,-72 36,-108 36,-108 18))"
3	3	9	"Polygon((-72 18,-36 18,-36 36,-72 36,-72 18))"
4	3	9	"Polygon((-36 18,0 18,0 36,-36 36,-36 18))"
5	3	9	"Polygon((0 18,36 18,36 36,0 36,0 18))"
6	3	9	"Polygon((36 18,72 18,72 36,36 36,36 18))"
7	3	9	"Polygon((72 18,108 18,108 36,72 36,72 18))"
8	3	9	"Polygon((108 18,144 18,144 36,108 36,108 18))"
9	3	9	"Polygon((144 18,180 18,180 36,144 36,144 18))"
0	4	9	"Polygon((-180 0,-144 0,-144 18,-180 18,-180 0))"
1	4	9	"Polygon((-144 0,-108 0,-108 18,-144 18,-144 0))"
2	4	9	"Polygon((-108 0,-72 0,-72 18,-108 18,-108 0))"
3	4	9	"Polygon((-72 0,-36 0,-36 18,-72 18,-72 0))"
4	4	9	"Polygon((-36 0,0 0,0 18,-36 18,-36 0))"
5	4	9	"Polygon((0 0,36 0,36 18,0 18,0 0))"
6	4	9	"Polygon((36 0,72 0,72 18,36 18,36 0))"
7	4	9	"Polygon((72 0,108 0,108 18,72 18,72 0))"
8	4	9	"Polygon((108 0,144 0,144 18,108 18,108 0))"
9	4	9	"Polygon((144 0,180 0,180 18,144 18,144 0))"
0	5	9	"Polygon((-180 -18,-144 -18,-144 0,-180 0,-180 -18))"
1	5	9	"Polygon((-144 -18,-108 -18,-108 0,-144 0,-144 -18))"
2	5	9	"Polygon((-108 -18,-72 -18,-72 0,-108 0,-108 -18))"
3	5	9	"Polygon((-72 -18,-36 -18,-36 0,-72 0,-72 -18))"
4	5	9	"Polygon((-36 -18,0 -18,0 0,-36 0,-36 -18))"
5	5	9	"Polygon((0 -18,36 -18,36 0,0 0,0 -18))"
6	5	9	"Polygon((36 -18,72 -18,72 0,36 0,36 -18))"
7	5	9	"Polygon((72 -18,108 -18,108 0,72 0,72 -18))"
8	5	9	"Polygon((108 -18,144 -18,144 0,108 0,108 -18))"
9	5	9	"Polygon((144 -18,180 -18,180 0,144 0,144 -18))"
0	6	9	"Polygon((-180 -36,-144 -36,-144 -18,-180 -18,-180 -36))"
1	6	9	"Polygon((-144 -36,-108 -36,-108 -18,-144 -18,-144 -36))"
2	6	9	"Polygon((-108 -36,-72 -36,-72 -18,-108 -18,-108 -36))"
3	6	9	"Polygon((-72 -36,-36 -36,-36 -18,-72 -18,-72 -36))"
4	6	9	"Polygon((-36 -36,0 -36,0 -18,-36 -18,-36 -36))"
5	6	9	"Polygon((0 -36,36 -36,36 -18,0 -18,0 -36))"
6	6	9	"Polygon((36 -36,72 -36,72 -18,36 -18,36 -36))"
7	6	9	"Polygon((72 -36,108 -36,108 -18,72 -18,72 -36))"
8	6	9	"Polygon((108 -36,144 -36,144 -18,108 -18,108 -36))"
9	6	9	"Polygon((144 -36,180 -36,180 -18,144 -18,144 -36))"
0	7	9	"Polygon((-180 -54,-144 -54,-144 -36,-180 -36,-180 -54))"
1	7	9	"Polygon((-144 -54,-108 -54,-108 -36,-144 -36,-144 -54))"
2	7	9	"Polygon((-108 -54,-72 -54,-72 -36,-108 -36,-108 -54))"
3	7	9	"Polygon((-72 -54,-36 -54,-36 -36,-72 -36,-72 -54))"
4	7	9	"Polygon((-36 -54,0 -54,0 -36,-36 -36,-36 -54))"
5	7	9	"Polygon((0 -54,36 -54,36 -36,0 -36,0 -54))"
6	7	9	"Polygon((36 -54,72 -54,72 -36,36 -36,36 -54))"
7	7	9	"Polygon((72 -54,108 -54,108 -36,72 -36,72 -54))"
8	7	9	"Polygon((108 -54,144 -54,144 -36,108 -36,108 -54))"
9	7	9	"Polygon((144 -54,180 -54,180 -36,144 -36,144 -54))"
0	8	9	"Polygon((-180 -72,-144 -72,-144 -54,-180 -54,-180 -72))"
1	8	9	"Polygon((-144 -72,-108 -72,-108 -54,-144 -54,-144 -72))"
2	8	9	"Polygon((-108 -72,-72 -72,-72 -54,-108 -54,-108 -72))"
3	8	9	"Polygon((-72 -72,-36 -72,-36 -54,-72 -54,-72 -72))"
4	8	9	"Polygon((-36 -72,0 -72,0 -54,-36 -54,-36 -72))"
5	8	9	"Polygon((0 -72,36 -72,36 -54,0 -54,0 -72))"
6	8	9	"Polygon((36 -72,72 -72,72 -54,36 -54,36 -72))"
7	8	9	"Polygon((72 -72,108 -72,108 -54,72 -54,72 -72))"
8	8	9	"Polygon((108 -72,144 -72,144 -54,108 -54,108 -72))"
9	8	9	"Polygon((144 -72,180 -72,180 -54,144 -54,144 -72))"
0	9	9	"Polygon((-180 -90,-144 -90,-144 -72,-180 -72,-180 -90))"
1	9	9	"Polygon((-144 -90,-108 -90,-108 -72,-144 -72,-144 -90))"
2	9	9	"Polygon((-108 -90,-72 -90,-72 -72,-108 -72,-108 -90))"
3	9	9	"Polygon((-72 -90,-36 -90,-36 -72,-72 -72,-72 -90))"
4	9	9	"Polygon((-36 -90,0 -90,0 -72,-36 -72,-36 -90))"
5	9	9	"Polygon((0 -90,36 -90,36 -72,0 -72,0 -90))"
6	9	9	"Polygon((36 -90,72 -90,72 -72,36 -72,36 -90))"
7	9	9	"Polygon((72 -90,108 -90,108 -72,72 -72,72 -90))"
8	9	9	"Polygon((108 -90,144 -90,144 -72,108 -72,108 -90))"
9	9	9	"Polygon((144 -90,180 -90,180 -72,144 -72,144 -90))"
0	0	10	"Polygon((-180 73.6363636363636,-147.272727272727 73.6363636363636,-147.272727272727 90,-180 90,-180 73.6363636363636))"
1	0	10	"Polygon((-147.272727272727 73.6363636363636,-114.545454545455 73.6363636363636,-114.545454545455 90,-147.272727272727 90,-147.272727272727 73.6363636363636))"
2	0	10	"Polygon((-114.545454545455 73.6363636363636,-81.8181818181818 73.6363636363636,-81.8181818181818 90,-114.545454545455 90,-114.545454545455 73.6363636363636))"
3	0	10	"Polygon((-81.8181818181818 73.6363636363636,-49.0909090909091 73.6363636363636,-49.0909090909091 90,-81.8181818181818 90,-81.8181818181818 73.6363636363636))"
4	0	10	"Polygon((-49.0909090909091 73.6363636363636,-16.3636363636364 73.6363636363636,-16.3636363636364 90,-49.0909090909091 90,-49.0909090909091 73.6363636363636))"
5	0	10	"Polygon((-16.3636363636364 73.6363636363636,16.3636363636364 73.6363636363636,16.3636363636364 90,-16.3636363636364 90,-16.3636363636364 73.6363636363636))"
6	0	10	"Polygon((16.3636363636364 73.6363636363636,49.0909090909091 73.6363636363636,49.0909090909091 90,16.3636363636364 90,16.3636363636364 73.6363636363636))"
7	0	10	"Polygon((49.0909090909091 73.6363636363636,81.8181818181818 73.6363636363636,81.8181818181818 90,49.0909090909091 90,49.0909090909091 73.6363636363636))"
8	0	10	"Polygon((81.8181818181818 73.6363636363636,114.545454545455 73.6363636363636,114.545454545455 90,81.8181818181818 90,81.8181818181818 73.6363636363636))"
9	0	10	"Polygon((114.545454545455 73.6363636363636,147.272727272727 73.6363636363636,147.272727272727 90,114.545454545455 90,114.545454545455 73.6363636363636))"
10	0	10	"Polygon((147.272727272727 73.6363636363636,180 73.6363636363636,180 90,147.272727272727 90,147.272727272727 73.6363636363636))"
0	1	10	"Polygon((-180 57.2727272727273,-147.272727272727 57.2727272727273,-147.272727272727 73.6363636363636,-180 73.6363636363636,-180 57.2727272727273))"
1	1	10	"Polygon((-147.272727272727 57.2727272727273,-114.545454545455 57.2727272727273,-114.545454545455 73.6363636363636,-147.272727272727 73.6363636363636,-147.272727272727 57.2727272727273))"
2	1	10	"Polygon((-114.545454545455 57.2727272727273,-81.8181818181818 57.2727272727273,-81.8181818181818 73.6363636363636,-114.545454545455 73.6363636363636,-114.545454545455 57.2727272727273))"
3	1	10	"Polygon((-81.8181818181818 57.2727272727273,-49.0909090909091 57.2727272727273,-49.0909090909091 73.6363636363636,-81.8181818181818 73.6363636363636,-81.8181818181818 57.2727272727273))"
4	1	10	"Polygon((-49.0909090909091 57.2727272727273,-16.3636363636364 57.2727272727273,-16.3636363636364 73.6363636363636,-49.0909090909091 73.6363636363636,-49.0909090909091 57.2727272727273))"
5	1	10	"Polygon((-16.3636363636364 57.2727272727273,16.3636363636364 57.2727272727273,16.3636363636364 73.6363636363636,-16.3636363636364 73.6363636363636,-16.3636363636364 57.2727272727273))"
6	1	10	"Polygon((16.3636363636364 57.2727272727273,49.0909090909091 57.2727272727273,49.0909090909091 73.6363636363636,16.3636363636364 73.6363636363636,16.3636363636364 57.2727272727273))"
7	1	10	"Polygon((49.0909090909091 57.2727272727273,81.8181818181818 57.2727272727273,81.8181818181818 73.6363636363636,49.0909090909091 73.6363636363636,49.0909090909091 57.2727272727273))"
8	1	10	"Polygon((81.8181818181818 57.2727272727273,114.545454545455 57.2727272727273,114.545454545455 73.6363636363636,81.8181818181818 73.6363636363636,81.8181818181818 57.2727272727273))"
9	1	10	"Polygon((114.545454545455 57.2727272727273,147.272727272727 57.2727272727273,147.272727272727 73.6363636363636,114.545454545455 73.6363636363636,114.545454545455 57.2727272727273))"
10	1	10	"Polygon((147.272727272727 57.2727272727273,180 57.2727272727273,180 73.6363636363636,147.272727272727 73.6363636363636,147.272727272727 57.2727272727273))"
0	2	10	"Polygon((-180 40.9090909090909,-147.272727272727 40.9090909090909,-147.272727272727 57.2727272727273,-180 57.2727272727273,-180 40.9090909090909))"
1	2	10	"Polygon((-147.272727272727 40.9090909090909,-114.545454545455 40.9090909090909,-114.545454545455 57.2727272727273,-147.272727272727 57.2727272727273,-147.272727272727 40.9090909090909))"
2	2	10	"Polygon((-114.545454545455 40.9090909090909,-81.8181818181818 40.9090909090909,-81.8181818181818 57.2727272727273,-114.545454545455 57.2727272727273,-114.545454545455 40.9090909090909))"
3	2	10	"Polygon((-81.8181818181818 40.9090909090909,-49.0909090909091 40.9090909090909,-49.0909090909091 57.2727272727273,-81.8181818181818 57.2727272727273,-81.8181818181818 40.9090909090909))"
4	2	10	"Polygon((-49.0909090909091 40.9090909090909,-16.3636363636364 40.9090909090909,-16.3636363636364 57.2727272727273,-49.0909090909091 57.2727272727273,-49.0909090909091 40.9090909090909))"
5	2	10	"Polygon((-16.3636363636364 40.9090909090909,16.3636363636364 40.9090909090909,16.3636363636364 57.2727272727273,-16.3636363636364 57.2727272727273,-16.3636363636364 40.9090909090909))"
6	2	10	"Polygon((16.3636363636364 40.9090909090909,49.0909090909091 40.9090909090909,49.0909090909091 57.2727272727273,16.3636363636364 57.2727272727273,16.3636363636364 40.9090909090909))"
7	2	10	"Polygon((49.0909090909091 40.9090909090909,81.8181818181818 40.9090909090909,81.8181818181818 57.2727272727273,49.0909090909091 57.2727272727273,49.0909090909091 40.9090909090909))"
8	2	10	"Polygon((81.8181818181818 40.9090909090909,114.545454545455 40.9090909090909,114.545454545455 57.2727272727273,81.8181818181818 57.2727272727273,81.8181818181818 40.9090909090909))"
9	2	10	"Polygon((114.545454545455 40.9090909090909,147.272727272727 40.9090909090909,147.272727272727 57.2727272727273,114.545454545455 57.2727272727273,114.545454545455 40.9090909090909))"
10	2	10	"Polygon((147.272727272727 40.9090909090909,180 40.9090909090909,180 57.2727272727273,147.272727272727 57.2727272727273,147.272727272727 40.9090909090909))"
0	3	10	"Polygon((-180 24.5454545454545,-147.272727272727 24.5454545454545,-147.272727272727 40.9090909090909,-180 40.9090909090909,-180 24.5454545454545))"
1	3	10	"Polygon((-147.272727272727 24.5454545454545,-114.545454545455 24.5454545454545,-114.545454545455 40.9090909090909,-147.272727272727 40.9090909090909,-147.272727272727 24.5454545454545))"
2	3	10	"Polygon((-114.545454545455 24.5454545454545,-81.8181818181818 24.5454545454545,-81.8181818181818 40.9090909090909,-114.545454545455 40.9090909090909,-114.545454545455 24.5454545454545))"
3	3	10	"Polygon((-81.8181818181818 24.5454545454545,-49.0909090909091 24.5454545454545,-49.0909090909091 40.9090909090909,-81.8181818181818 40.9090909090909,-81.8181818181818 24.5454545454545))"
4	3	10	"Polygon((-49.0909090909091 24.5454545454545,-16.3636363636364 24.5454545454545,-16.3636363636364 40.9090909090909,-49.0909090909091 40.9090909090909,-49.0909090909091 24.5454545454545))"
5	3	10	"Polygon((-16.3636363636364 24.5454545454545,16.3636363636364 24.5454545454545,16.3636363636364 40.9090909090909,-16.3636363636364 40.9090909090909,-16.3636363636364 24.5454545454545))"
6	3	10	"Polygon((16.3636363636364 24.5454545454545,49.0909090909091 24.5454545454545,49.0909090909091 40.9090909090909,16.3636363636364 40.9090909090909,16.3636363636364 24.5454545454545))"
7	3	10	"Polygon((49.0909090909091 24.5454545454545,81.8181818181818 24.5454545454545,81.8181818181818 40.9090909090909,49.0909090909091 40.9090909090909,49.0909090909091 24.5454545454545))"
8	3	10	"Polygon((81.8181818181818 24.5454545454545,114.545454545455 24.5454545454545,114.545454545455 40.9090909090909,81.8181818181818 40.9090909090909,81.8181818181818 24.5454545454545))"
9	3	10	"Polygon((114.545454545455 24.5454545454545,147.272727272727 24.5454545454545,147.272727272727 40.9090909090909,114.545454545455 40.9090909090909,114.545454545455 24.5454545454545))"
10	3	10	"Polygon((147.272727272727 24.5454545454545,180 24.5454545454545,180 40.9090909090909,147.272727272727 40.9090909090909,147.272727272727 24.5454545454545))"
0	4	10	"Polygon((-180 8.18181818181818,-147.272727272727 8.18181818181818,-147.272727272727 24.5454545454545,-180 24.5454545454545,-180 8.18181818181818))"
1	4	10	"Polygon((-147.272727272727 8.18181818181818,-114.545454545455 8.18181818181818,-114.545454545455 24.5454545454545,-147.272727272727 24.5454545454545,-147.272727272727 8.18181818181818))"
2	4	10	"Polygon((-114.545454545455 8.18181818181818,-81.8181818181818 8.18181818181818,-81.8181818181818 24.5454545454545,-114.545454545455 24.5454545454545,-114.545454545455 8.18181818181818))"
3	4	10	"Polygon((-81.8181818181818 8.18181818181818,-49.0909090909091 8.18181818181818,-49.0909090909091 24.5454545454545,-81.8181818181818 24.5454545454545,-81.8181818181818 8.18181818181818))"
4	4	10	"Polygon((-49.0909090909091 8.18181818181818,-16.3636363636364 8.18181818181818,-16.3636363636364 24.5454545454545,-49.0909090909091 24.5454545454545,-49.0909090909091 8.18181818181818))"
5	4	10	"Polygon((-16.3636363636364 8.18181818181818,16.3636363636364 8.18181818181818,16.3636363636364 24.5454545454545,-16.3636363636364 24.5454545454545,-16.3636363636364 8.18181818181818))"
6	4	10	"Polygon((16.3636363636364 8.18181818181818,49.0909090909091 8.18181818181818,49.0909090909091 24.5454545454545,16.3636363636364 24.5454545454545,16.3636363636364 8.18181818181818))"
7	4	10	"Polygon((49.0909090909091 8.18181818181818,81.8181818181818 8.18181818181818,81.8181818181818 24.5454545454545,49.0909090909091 24.5454545454545,49.0909090909091 8.18181818181818))"
8	4	10	"Polygon((81.8181818181818 8.18181818181818,114.545454545455 8.18181818181818,114.545454545455 24.5454545454545,81.8181818181818 24.5454545454545,81.8181818181818 8.18181818181818))"
9	4	10	"Polygon((114.545454545455 8.18181818181818,147.272727272727 8.18181818181818,147.272727272727 24.5454545454545,114.545454545455 24.5454545454545,114.545454545455 8.18181818181818))"
10	4	10	"Polygon((147.272727272727 8.18181818181818,180 8.18181818181818,180 24.5454545454545,147.272727272727 24.5454545454545,147.272727272727 8.18181818181818))"
0	5	10	"Polygon((-180 -8.18181818181818,-147.272727272727 -8.18181818181818,-147.272727272727 8.18181818181819,-180 8.18181818181819,-180 -8.18181818181818))"
1	5	10	"Polygon((-147.272727272727 -8.18181818181818,-114.545454545455 -8.18181818181818,-114.545454545455 8.18181818181819,-147.272727272727 8.18181818181819,-147.272727272727 -8.18181818181818))"
2	5	10	"Polygon((-114.545454545455 -8.18181818181818,-81.8181818181818 -8.18181818181818,-81.8181818181818 8.18181818181819,-114.545454545455 8.18181818181819,-114.545454545455 -8.18181818181818))"
3	5	10	"Polygon((-81.8181818181818 -8.18181818181818,-49.0909090909091 -8.18181818181818,-49.0909090909091 8.18181818181819,-81.8181818181818 8.18181818181819,-81.8181818181818 -8.18181818181818))"
4	5	10	"Polygon((-49.0909090909091 -8.18181818181818,-16.3636363636364 -8.18181818181818,-16.3636363636364 8.18181818181819,-49.0909090909091 8.18181818181819,-49.0909090909091 -8.18181818181818))"
5	5	10	"Polygon((-16.3636363636364 -8.18181818181818,16.3636363636364 -8.18181818181818,16.3636363636364 8.18181818181819,-16.3636363636364 8.18181818181819,-16.3636363636364 -8.18181818181818))"
6	5	10	"Polygon((16.3636363636364 -8.18181818181818,49.0909090909091 -8.18181818181818,49.0909090909091 8.18181818181819,16.3636363636364 8.18181818181819,16.3636363636364 -8.18181818181818))"
7	5	10	"Polygon((49.0909090909091 -8.18181818181818,81.8181818181818 -8.18181818181818,81.8181818181818 8.18181818181819,49.0909090909091 8.18181818181819,49.0909090909091 -8.18181818181818))"
8	5	10	"Polygon((81.8181818181818 -8.18181818181818,114.545454545455 -8.18181818181818,114.545454545455 8.18181818181819,81.8181818181818 8.18181818181819,81.8181818181818 -8.18181818181818))"
9	5	10	"Polygon((114.545454545455 -8.18181818181818,147.272727272727 -8.18181818181818,147.272727272727 8.18181818181819,114.545454545455 8.18181818181819,114.545454545455 -8.18181818181818))"
10	5	10	"Polygon((147.272727272727 -8.18181818181818,180 -8.18181818181818,180 8.18181818181819,147.272727272727 8.18181818181819,147.272727272727 -8.18181818181818))"
0	6	10	"Polygon((-180 -24.5454545454546,-147.272727272727 -24.5454545454546,-147.272727272727 -8.18181818181819,-180 -8.18181818181819,-180 -24.5454545454546))"
1	6	10	"Polygon((-147.272727272727 -24.5454545454546,-114.545454545455 -24.5454545454546,-114.545454545455 -8.18181818181819,-147.272727272727 -8.18181818181819,-147.272727272727 -24.5454545454546))"
2	6	10	"Polygon((-114.545454545455 -24.5454545454546,-81.8181818181818 -24.5454545454546,-81.8181818181818 -8.18181818181819,-114.545454545455 -8.18181818181819,-114.545454545455 -24.5454545454546))"
3	6	10	"Polygon((-81.8181818181818 -24.5454545454546,-49.0909090909091 -24.5454545454546,-49.0909090909091 -8.18181818181819,-81.8181818181818 -8.18181818181819,-81.8181818181818 -24.5454545454546))"
4	6	10	"Polygon((-49.0909090909091 -24.5454545454546,-16.3636363636364 -24.5454545454546,-16.3636363636364 -8.18181818181819,-49.0909090909091 -8.18181818181819,-49.0909090909091 -24.5454545454546))"
5	6	10	"Polygon((-16.3636363636364 -24.5454545454546,16.3636363636364 -24.5454545454546,16.3636363636364 -8.18181818181819,-16.3636363636364 -8.18181818181819,-16.3636363636364 -24.5454545454546))"
6	6	10	"Polygon((16.3636363636364 -24.5454545454546,49.0909090909091 -24.5454545454546,49.0909090909091 -8.18181818181819,16.3636363636364 -8.18181818181819,16.3636363636364 -24.5454545454546))"
7	6	10	"Polygon((49.0909090909091 -24.5454545454546,81.8181818181818 -24.5454545454546,81.8181818181818 -8.18181818181819,49.0909090909091 -8.18181818181819,49.0909090909091 -24.5454545454546))"
8	6	10	"Polygon((81.8181818181818 -24.5454545454546,114.545454545455 -24.5454545454546,114.545454545455 -8.18181818181819,81.8181818181818 -8.18181818181819,81.8181818181818 -24.5454545454546))"
9	6	10	"Polygon((114.545454545455 -24.5454545454546,147.272727272727 -24.5454545454546,147.272727272727 -8.18181818181819,114.545454545455 -8.18181818181819,114.545454545455 -24.5454545454546))"
10	6	10	"Polygon((147.272727272727 -24.5454545454546,180 -24.5454545454546,180 -8.18181818181819,147.272727272727 -8.18181818181819,147.272727272727 -24.5454545454546))"
0	7	10	"Polygon((-180 -40.9090909090909,-147.272727272727 -40.9090909090909,-147.272727272727 -24.5454545454545,-180 -24.5454545454545,-180 -40.9090909090909))"
1	7	10	"Polygon((-147.272727272727 -40.9090909090909,-114.545454545455 -40.9090909090909,-114.545454545455 -24.5454545454545,-147.272727272727 -24.5454545454545,-147.272727272727 -40.9090909090909))"
2	7	10	"Polygon((-114.545454545455 -40.9090909090909,-81.8181818181818 -40.9090909090909,-81.8181818181818 -24.5454545454545,-114.545454545455 -24.5454545454545,-114.545454545455 -40.9090909090909))"
3	7	10	"Polygon((-81.8181818181818 -40.9090909090909,-49.0909090909091 -40.9090909090909,-49.0909090909091 -24.5454545454545,-81.8181818181818 -24.5454545454545,-81.8181818181818 -40.9090909090909))"
4	7	10	"Polygon((-49.0909090909091 -40.9090909090909,-16.3636363636364 -40.9090909090909,-16.3636363636364 -24.5454545454545,-49.0909090909091 -24.5454545454545,-49.0909090909091 -40.9090909090909))"
5	7	10	"Polygon((-16.3636363636364 -40.9090909090909,16.3636363636364 -40.9090909090909,16.3636363636364 -24.5454545454545,-16.3636363636364 -24.5454545454545,-16.3636363636364 -40.9090909090909))"
6	7	10	"Polygon((16.3636363636364 -40.9090909090909,49.0909090909091 -40.9090909090909,49.0909090909091 -24.5454545454545,16.3636363636364 -24.5454545454545,16.3636363636364 -40.9090909090909))"
7	7	10	"Polygon((49.0909090909091 -40.9090909090909,81.8181818181818 -40.9090909090909,81.8181818181818 -24.5454545454545,49.0909090909091 -24.5454545454545,49.0909090909091 -40.9090909090909))"
8	7	10	"Polygon((81.8181818181818 -40.9090909090909,114.545454545455 -40.9090909090909,114.545454545455 -24.5454545454545,81.8181818181818 -24.5454545454545,81.8181818181818 -40.9090909090909))"
9	7	10	"Polygon((114.545454545455 -40.9090909090909,147.272727272727 -40.9090909090909,147.272727272727 -24.5454545454545,114.545454545455 -24.5454545454545,114.545454545455 -40.9090909090909))"
10	7	10	"Polygon((147.272727272727 -40.9090909090909,180 -40.9090909090909,180 -24.5454545454545,147.272727272727 -24.5454545454545,147.272727272727 -40.9090909090909))"
0	8	10	"Polygon((-180 -57.2727272727273,-147.272727272727 -57.2727272727273,-147.272727272727 -40.9090909090909,-180 -40.9090909090909,-180 -57.2727272727273))"
1	8	10	"Polygon((-147.272727272727 -57.2727272727273,-114.545454545455 -57.2727272727273,-114.545454545455 -40.9090909090909,-147.272727272727 -40.9090909090909,-147.272727272727 -57.2727272727273))"
2	8	10	"Polygon((-114.545454545455 -57.2727272727273,-81.8181818181818 -57.2727272727273,-81.8181818181818 -40.9090909090909,-114.545454545455 -40.9090909090909,-114.545454545455 -57.2727272727273))"
3	8	10	"Polygon((-81.8181818181818 -57.2727272727273,-49.0909090909091 -57.2727272727273,-49.0909090909091 -40.9090909090909,-81.8181818181818 -40.9090909090909,-81.8181818181818 -57.2727272727273))"
4	8	10	"Polygon((-49.0909090909091 -57.2727272727273,-16.3636363636364 -57.2727272727273,-16.3636363636364 -40.9090909090909,-49.0909090909091 -40.9090909090909,-49.0909090909091 -57.2727272727273))"
5	8	10	"Polygon((-16.3636363636364 -57.2727272727273,16.3636363636364 -57.2727272727273,16.3636363636364 -40.9090909090909,-16.3636363636364 -40.9090909090909,-16.3636363636364 -57.2727272727273))"
6	8	10	"Polygon((16.3636363636364 -57.2727272727273,49.0909090909091 -57.2727272727273,49.0909090909091 -40.9090909090909,16.3636363636364 -40.9090909090909,16.3636363636364 -57.2727272727273))"
